ProbeSetID	GeneSymbol	Cell.type	FC	P.val	logFC	ortholog_name	Count	Specificity	Group
10379646	Slfn3	NT	6.6	0.03019951720402016	2.722466024471091	Slfn4	18	Nonspecific	induced
10379646	Slfn3	Tgd	4.01	0.02884031503126605	2.0036022366801953	AC118772.2	18	Nonspecific	induced
10379646	Slfn3	Tgd	4.01	0.02884031503126605	2.0036022366801953	ENSRNOG00000062983	18	Nonspecific	induced
10379646	Slfn3	Tgd	4.01	0.02884031503126605	2.0036022366801953	Slfn4	18	Nonspecific	induced
10532019	Gbp11	MF	4.22	0.01348962882591653	2.0772429989324603	Gbp6	8	Nonspecific	induced
10532019	Gbp11	MF	4.22	0.01348962882591653	2.0772429989324603	ENSRNOG00000066766	8	Nonspecific	induced
10532019	Gbp11	T4	5.6	0.01023292992280754	2.4854268271702415	Gbp6	8	Nonspecific	induced
10532019	Gbp11	T4	5.6	0.01023292992280754	2.4854268271702415	ENSRNOG00000066766	8	Nonspecific	induced
10532019	Gbp11	Tgd	6.21	0.0223872113856834	2.634593268445757	Gbp6	8	Nonspecific	induced
10532019	Gbp11	Tgd	6.21	0.0223872113856834	2.634593268445757	ENSRNOG00000066766	8	Nonspecific	induced
10532019	Gbp11	Treg	4.08	0.01047128548050899	2.028569152196771	Gbp6	8	Nonspecific	induced
10532019	Gbp11	Treg	4.08	0.01047128548050899	2.028569152196771	ENSRNOG00000066766	8	Nonspecific	induced
10383198	Rnf213	B	4.49	0.03311311214825911	2.1667154449664223	Rnf213	106	Nonspecific	induced
10383198	Rnf213	DC	4.42	0.00676082975391981	2.144046369616707	Rnf213	106	Nonspecific	induced
10383198	Rnf213	GN	5.74	0.03981071705534973	2.521050736900963	Rnf213	106	Nonspecific	induced
10383198	Rnf213	MF	3.79	7.762471166286919e-4	1.922197848396367	Rnf213	106	Nonspecific	induced
10383198	Rnf213	NK	5.88	8.511380382023768e-4	2.5558161550616396	Rnf213	106	Nonspecific	induced
10383198	Rnf213	NT	4.51	0.01258925411794167	2.1731274334806563	Rnf213	106	Nonspecific	induced
10383198	Rnf213	T4	3.56	0.00954992586021435	1.831877241191673	Rnf213	106	Nonspecific	induced
10383198	Rnf213	Tgd	3.05	0.00380189396320561	1.6088092426755238	Rnf213	106	Nonspecific	induced
10383198	Rnf213	Treg	4.02	0.01258925411794167	2.007195501404204	Rnf213	106	Nonspecific	induced
10566144	Trim21	B	3.4	0.02754228703338166	1.765534746362977	Trim21	5	Nonspecific	induced
10566144	Trim21	MF	3.54	5.011872336272725e-4	1.8237493603082728	Trim21	5	Nonspecific	induced
10566144	Trim21	NK	2.9	0.0223872113856834	1.5360529002402097	Trim21	5	Nonspecific	induced
10566144	Trim21	Tgd	4.03	0.02398832919019489	2.0107798387532427	Trim21	5	Nonspecific	induced
10566144	Trim21	Treg	3.5	0.01096478196143185	1.807354922057604	Trim21	5	Nonspecific	induced
10383214	Rnf213	DC	4.55	6.165950018614823e-4	2.1858665453113337	Rnf213	106	Nonspecific	induced
10383214	Rnf213	MF	3.67	3.388441561392024e-4	1.875780063068488	Rnf213	106	Nonspecific	induced
10383214	Rnf213	NK	5.74	2.1379620895022323e-5	2.521050736900963	Rnf213	106	Nonspecific	induced
10383214	Rnf213	NT	4.8	7.943282347242822e-6	2.263034405833794	Rnf213	106	Nonspecific	induced
10383214	Rnf213	T4	3.4	0.00812830516164099	1.765534746362977	Rnf213	106	Nonspecific	induced
10383214	Rnf213	Treg	4.44	0.01174897554939529	2.1505596765753814	Rnf213	106	Nonspecific	induced
10450675	H2-T24	B	3.69	0.00416869383470335	1.8836208162856711	RT1-T24-1	14	Nonspecific	induced
10450675	H2-T24	B	3.69	0.00416869383470335	1.8836208162856711	RT1-T24-4	14	Nonspecific	induced
10450675	H2-T24	DC	5.88	0.00426579518801592	2.5558161550616396	RT1-T24-1	14	Nonspecific	induced
10450675	H2-T24	DC	5.88	0.00426579518801592	2.5558161550616396	RT1-T24-4	14	Nonspecific	induced
10450675	H2-T24	GN	3.09	0.02570395782768863	1.6276068381296498	RT1-T24-1	14	Nonspecific	induced
10450675	H2-T24	GN	3.09	0.02570395782768863	1.6276068381296498	RT1-T24-4	14	Nonspecific	induced
10450675	H2-T24	MF	5.27	7.413102413009177e-6	2.3978029618624896	RT1-T24-1	14	Nonspecific	induced
10450675	H2-T24	MF	5.27	7.413102413009177e-6	2.3978029618624896	RT1-T24-4	14	Nonspecific	induced
10450675	H2-T24	NK	4.75	0.00316227766016837	2.2479275134435857	RT1-T24-1	14	Nonspecific	induced
10450675	H2-T24	NK	4.75	0.00316227766016837	2.2479275134435857	RT1-T24-4	14	Nonspecific	induced
10450675	H2-T24	T4	3.92	0.01862087136662867	1.9708536543404835	RT1-T24-1	14	Nonspecific	induced
10450675	H2-T24	T4	3.92	0.01862087136662867	1.9708536543404835	RT1-T24-4	14	Nonspecific	induced
10450675	H2-T24	Treg	4.13	0.01047128548050899	2.0461417816447205	RT1-T24-1	14	Nonspecific	induced
10450675	H2-T24	Treg	4.13	0.01047128548050899	2.0461417816447205	RT1-T24-4	14	Nonspecific	induced
10582997	Casp4	B	5.27	0.02290867652767773	2.3978029618624896	Casp4	6	Nonspecific	induced
10582997	Casp4	DC	6.87	0.03467368504525316	2.7803100990433753	Casp4	6	Nonspecific	induced
10582997	Casp4	GN	5.35	0.03467368504525316	2.4195388915137843	Casp4	6	Nonspecific	induced
10582997	Casp4	MF	2.93	0.00177827941003892	1.5509006646475232	Casp4	6	Nonspecific	induced
10582997	Casp4	NK	4.98	1.8197008586099827e-5	2.316145742293356	Casp4	6	Nonspecific	induced
10582997	Casp4	Tgd	7.49	0.0028840315031266	2.9049657186840263	Casp4	6	Nonspecific	induced
10383233	Rnf213	DC	4.32	0.03548133892335755	2.111031312388744	Rnf213	106	Nonspecific	induced
10383233	Rnf213	MF	3.82	2.570395782768865e-4	1.933572638261024	Rnf213	106	Nonspecific	induced
10383233	Rnf213	NK	6.58	0.00467735141287198	2.718087583960517	Rnf213	106	Nonspecific	induced
10383233	Rnf213	NT	5.4	0.00912010839355909	2.4329594072761065	Rnf213	106	Nonspecific	induced
10383233	Rnf213	T4	4.05	0.03630780547701014	2.017921907997262	Rnf213	106	Nonspecific	induced
10383233	Rnf213	Tgd	3.97	0.00144543977074592	1.9891390073682331	Rnf213	106	Nonspecific	induced
10383233	Rnf213	Treg	4.69	6.165950018614823e-4	2.229587922740652	Rnf213	106	Nonspecific	induced
10383194	Rnf213	DC	4.95	0.00239883291901949	2.3074285251922473	Rnf213	106	Nonspecific	induced
10383194	Rnf213	MF	3.51	0.00245470891568503	1.811471030529836	Rnf213	106	Nonspecific	induced
10383194	Rnf213	NK	6.45	0.00630957344480193	2.689299160535892	Rnf213	106	Nonspecific	induced
10383194	Rnf213	NT	4.91	0.00102329299228075	2.2957230245399685	Rnf213	106	Nonspecific	induced
10383194	Rnf213	T4	3.52	0.02884031503126605	1.8155754288625725	Rnf213	106	Nonspecific	induced
10383194	Rnf213	Tgd	3.78	0.02454708915685029	1.918386234446348	Rnf213	106	Nonspecific	induced
10383194	Rnf213	Treg	5.02	7.585775750291835e-4	2.327687364176047	Rnf213	106	Nonspecific	induced
10363498	Ppa1	B	5.37	0.03311311214825911	2.424922088210688	Ppa1	4	Nonspecific	induced
10363498	Ppa1	MF	1.66	0.00109647819614318	0.7311832415721999	Ppa1	4	Nonspecific	induced
10363498	Ppa1	NK	5.31	0.00199526231496887	2.408711861029429	Ppa1	4	Nonspecific	induced
10363498	Ppa1	Tgd	9.13	0.04073802778041128	3.1906148602094975	Ppa1	4	Nonspecific	induced
10383212	Rnf213	DC	4.96	5.623413251903491e-4	2.3103401206121505	Rnf213	106	Nonspecific	induced
10383212	Rnf213	MF	3.96	9.54992586021436e-4	1.9855004303048849	Rnf213	106	Nonspecific	induced
10383212	Rnf213	NK	6.29	0.00776247116628692	2.6530600171045644	Rnf213	106	Nonspecific	induced
10383212	Rnf213	NT	5.14	3.801893963205613e-4	2.361768359419153	Rnf213	106	Nonspecific	induced
10383212	Rnf213	T4	3.85	0.03548133892335755	1.944858445807539	Rnf213	106	Nonspecific	induced
10383212	Rnf213	Tgd	3.6	0.02754228703338166	1.84799690655495	Rnf213	106	Nonspecific	induced
10383212	Rnf213	Treg	4.85	0.02398832919019489	2.277984747299765	Rnf213	106	Nonspecific	induced
10517336	Clic4	B	2.71	0.02187761623949553	1.4382928515791469	Clic4	12	Nonspecific	induced
10517336	Clic4	B	2.71	0.02187761623949553	1.4382928515791469	ENSRNOG00000067932	12	Nonspecific	induced
10517336	Clic4	DC	2.08	0.03162277660168379	1.0565835283663676	Clic4	12	Nonspecific	induced
10517336	Clic4	DC	2.08	0.03162277660168379	1.0565835283663676	ENSRNOG00000067932	12	Nonspecific	induced
10517336	Clic4	MF	1.73	1.6218100973589298e-4	0.7907720378619999	Clic4	12	Nonspecific	induced
10517336	Clic4	MF	1.73	1.6218100973589298e-4	0.7907720378619999	ENSRNOG00000067932	12	Nonspecific	induced
10517336	Clic4	NK	4.11	7.585775750291836e-5	2.0391383939069585	Clic4	12	Nonspecific	induced
10517336	Clic4	NK	4.11	7.585775750291836e-5	2.0391383939069585	ENSRNOG00000067932	12	Nonspecific	induced
10517336	Clic4	Tgd	8.08	0.00891250938133745	3.01435529297707	Clic4	12	Nonspecific	induced
10517336	Clic4	Tgd	8.08	0.00891250938133745	3.01435529297707	ENSRNOG00000067932	12	Nonspecific	induced
10517336	Clic4	Treg	5.11	0.01778279410038923	2.3533232911628965	Clic4	12	Nonspecific	induced
10517336	Clic4	Treg	5.11	0.01778279410038923	2.3533232911628965	ENSRNOG00000067932	12	Nonspecific	induced
10383204	Rnf213	DC	4.97	0.00501187233627272	2.3132458517875616	Rnf213	106	Nonspecific	induced
10383204	Rnf213	GN	6.07	0.03981071705534973	2.6016965164809576	Rnf213	106	Nonspecific	induced
10383204	Rnf213	MF	4.16	0.00117489755493952	2.0565835283663674	Rnf213	106	Nonspecific	induced
10383204	Rnf213	NK	6.65	0.00954992586021435	2.733354340613827	Rnf213	106	Nonspecific	induced
10383204	Rnf213	NT	5.21	0.01584893192461113	2.3812833725037836	Rnf213	106	Nonspecific	induced
10383204	Rnf213	T4	3.61	0.01949844599758045	1.8519988371124465	Rnf213	106	Nonspecific	induced
10383204	Rnf213	Tgd	3.43	0.0014791083881682	1.7782085763980875	Rnf213	106	Nonspecific	induced
10383204	Rnf213	Treg	4.56	0.00158489319246111	2.189033824390017	Rnf213	106	Nonspecific	induced
10383152	Rnf213	DC	4.97	0.01023292992280754	2.3132458517875616	Rnf213	106	Nonspecific	induced
10383152	Rnf213	MF	3.88	3.9810717055349735e-4	1.956056652412403	Rnf213	106	Nonspecific	induced
10383152	Rnf213	NK	6.37	0.00380189396320561	2.6712933724815757	Rnf213	106	Nonspecific	induced
10383152	Rnf213	NT	5.4	0.00501187233627272	2.4329594072761065	Rnf213	106	Nonspecific	induced
10383152	Rnf213	T4	3.76	0.01318256738556407	1.9107326619029128	Rnf213	106	Nonspecific	induced
10383152	Rnf213	Tgd	4.04	0.04786300923226382	2.01435529297707	Rnf213	106	Nonspecific	induced
10383152	Rnf213	Treg	4.89	0.01288249551693134	2.289834465177509	Rnf213	106	Nonspecific	induced
10374793	Pnpt1	B	3.42	0.00660693448007595	1.7739963251111732	Pnpt1	6	Nonspecific	induced
10374793	Pnpt1	GN	16.48	0.04897788193684462	4.042644337408494	Pnpt1	6	Nonspecific	induced
10374793	Pnpt1	MF	2.68	1.2022644346174132e-5	1.422233000683048	Pnpt1	6	Nonspecific	induced
10374793	Pnpt1	NK	3.06	0.02570395782768863	1.613531652917927	Pnpt1	6	Nonspecific	induced
10374793	Pnpt1	NT	5.53	0.01148153621496883	2.4672794804599825	Pnpt1	6	Nonspecific	induced
10374793	Pnpt1	Treg	3.12	0.01348962882591653	1.6415460290875237	Pnpt1	6	Nonspecific	induced
10533256	Oas1a	B	5.47	0.03715352290971726	2.4515408330178317	Oas1a	10	Nonspecific	induced
10533256	Oas1a	B	5.47	0.03715352290971726	2.4515408330178317	Oas1k	10	Nonspecific	induced
10533256	Oas1a	DC	6.16	0.00891250938133745	2.6229303509201767	Oas1a	10	Nonspecific	induced
10533256	Oas1a	DC	6.16	0.00891250938133745	2.6229303509201767	Oas1k	10	Nonspecific	induced
10533256	Oas1a	MF	4.31	6.918309709189362e-4	2.1076878693143732	Oas1a	10	Nonspecific	induced
10533256	Oas1a	MF	4.31	6.918309709189362e-4	2.1076878693143732	Oas1k	10	Nonspecific	induced
10533256	Oas1a	NK	6.41	0.00933254300796991	2.6803243568440163	Oas1a	10	Nonspecific	induced
10533256	Oas1a	NK	6.41	0.00933254300796991	2.6803243568440163	Oas1k	10	Nonspecific	induced
10533256	Oas1a	T4	4.92	0.00660693448007595	2.298658315564515	Oas1a	10	Nonspecific	induced
10533256	Oas1a	T4	4.92	0.00660693448007595	2.298658315564515	Oas1k	10	Nonspecific	induced
10531980	Gbp9	MF	6.24	0.00165958690743756	2.641546029087524	Gbp6	10	Nonspecific	induced
10531980	Gbp9	MF	6.24	0.00165958690743756	2.641546029087524	ENSRNOG00000066766	10	Nonspecific	induced
10531980	Gbp9	NK	4.65	0.01513561248436208	2.2172307162206693	Gbp6	10	Nonspecific	induced
10531980	Gbp9	NK	4.65	0.01513561248436208	2.2172307162206693	ENSRNOG00000066766	10	Nonspecific	induced
10531980	Gbp9	T4	3.26	0.02570395782768863	1.7048719644563528	Gbp6	10	Nonspecific	induced
10531980	Gbp9	T4	3.26	0.02570395782768863	1.7048719644563528	ENSRNOG00000066766	10	Nonspecific	induced
10531980	Gbp9	Tgd	5.5	0.01584893192461113	2.4594316186372973	Gbp6	10	Nonspecific	induced
10531980	Gbp9	Tgd	5.5	0.01584893192461113	2.4594316186372973	ENSRNOG00000066766	10	Nonspecific	induced
10531980	Gbp9	Treg	3.88	0.02570395782768863	1.956056652412403	Gbp6	10	Nonspecific	induced
10531980	Gbp9	Treg	3.88	0.02570395782768863	1.956056652412403	ENSRNOG00000066766	10	Nonspecific	induced
10525158	Oas1b	B	4.79	0.0446683592150963	2.2600256559614555	Oas1k	7	Nonspecific	induced
10525158	Oas1b	DC	6.88	0.0165958690743756	2.782408564927373	Oas1k	7	Nonspecific	induced
10525158	Oas1b	GN	5.75	0.03630780547701014	2.523561956057013	Oas1k	7	Nonspecific	induced
10525158	Oas1b	MF	6.52	4.897788193684466e-5	2.704871964456353	Oas1k	7	Nonspecific	induced
10525158	Oas1b	NK	3.6	0.03311311214825911	1.84799690655495	Oas1k	7	Nonspecific	induced
10525158	Oas1b	T4	4.7	0.0028840315031266	2.232660756790275	Oas1k	7	Nonspecific	induced
10525158	Oas1b	Treg	4.44	0.04365158322401658	2.1505596765753814	Oas1k	7	Nonspecific	induced
10504672	Tdrd7	B	4.98	0.04786300923226382	2.316145742293356	Tdrd7	6	Nonspecific	induced
10504672	Tdrd7	MF	2.89	2.6302679918953814e-4	1.5310694927259545	Tdrd7	6	Nonspecific	induced
10504672	Tdrd7	NK	5.01	0.00537031796370252	2.3248106034204836	Tdrd7	6	Nonspecific	induced
10504672	Tdrd7	NT	6.46	0.03467368504525316	2.6915341649192004	Tdrd7	6	Nonspecific	induced
10504672	Tdrd7	Tgd	4.97	0.04570881896148749	2.3132458517875616	Tdrd7	6	Nonspecific	induced
10504672	Tdrd7	Treg	5.31	0.01737800828749375	2.408711861029429	Tdrd7	6	Nonspecific	induced
10383210	Rnf213	DC	5.83	9.77237220955811e-4	2.5434958834257717	Rnf213	106	Nonspecific	induced
10383210	Rnf213	MF	3.88	0.00114815362149688	1.956056652412403	Rnf213	106	Nonspecific	induced
10383210	Rnf213	NK	6.79	0.00316227766016837	2.763411574470007	Rnf213	106	Nonspecific	induced
10383210	Rnf213	NT	5.4	0.00691830970918936	2.4329594072761065	Rnf213	106	Nonspecific	induced
10383210	Rnf213	T4	4.25	0.03162277660168379	2.0874628412503395	Rnf213	106	Nonspecific	induced
10383210	Rnf213	Tgd	3.65	6.025595860743575e-4	1.8678964639926547	Rnf213	106	Nonspecific	induced
10383210	Rnf213	Treg	4.98	0.03548133892335755	2.316145742293356	Rnf213	106	Nonspecific	induced
10444056	Daxx	B	4.8	0.02398832919019489	2.263034405833794	Daxx	7	Nonspecific	induced
10444056	Daxx	MF	5.16	4.073802778041126e-4	2.3673710656485296	Daxx	7	Nonspecific	induced
10444056	Daxx	NK	4.12	5.754399373371566e-4	2.0426443374084937	Daxx	7	Nonspecific	induced
10444056	Daxx	NT	4.91	0.00380189396320561	2.2957230245399685	Daxx	7	Nonspecific	induced
10444056	Daxx	T4	5.07	0.01202264434617413	2.341985747228616	Daxx	7	Nonspecific	induced
10444056	Daxx	Tgd	4.36	0.01096478196143185	2.1243281350022016	Daxx	7	Nonspecific	induced
10444056	Daxx	Treg	5.81	0.03715352290971726	2.538538163629804	Daxx	7	Nonspecific	induced
10462390	Cd274	B	3.4	0.0087096358995608	1.765534746362977	Cd274	5	Nonspecific	induced
10462390	Cd274	MF	8.52	0.00346736850452531	3.0908534304511135	Cd274	5	Nonspecific	induced
10462390	Cd274	NK	3.1	0.01819700858609983	1.632268215499513	Cd274	5	Nonspecific	induced
10462390	Cd274	NT	5.15	0.00758577575029183	2.3645724322958563	Cd274	5	Nonspecific	induced
10462390	Cd274	Tgd	7.82	0.00758577575029183	2.967168607532628	Cd274	5	Nonspecific	induced
10435457	Parp9	B	5.58	0.00407380277804112	2.4802651220544627	Parp9	5	Nonspecific	induced
10435457	Parp9	DC	4.71	0.03311311214825911	2.2357270598380583	Parp9	5	Nonspecific	induced
10435457	Parp9	MF	5.41	1.8620871366628657e-5	2.4356285940520905	Parp9	5	Nonspecific	induced
10435457	Parp9	NK	5.91	0.00645654229034655	2.5631581304028077	Parp9	5	Nonspecific	induced
10435457	Parp9	Tgd	4.73	0.01122018454301963	2.2418401835646704	Parp9	5	Nonspecific	induced
10383196	Rnf213	DC	5.53	0.01778279410038923	2.4672794804599825	Rnf213	106	Nonspecific	induced
10383196	Rnf213	MF	3.9	0.00109647819614318	1.963474123974886	Rnf213	106	Nonspecific	induced
10383196	Rnf213	NK	7	0.00562341325190349	2.807354922057604	Rnf213	106	Nonspecific	induced
10383196	Rnf213	NT	5.42	3.801893963205613e-4	2.438292851579147	Rnf213	106	Nonspecific	induced
10383196	Rnf213	T4	3.97	0.04265795188015926	1.9891390073682331	Rnf213	106	Nonspecific	induced
10383196	Rnf213	Tgd	3.56	0.01445439770745927	1.831877241191673	Rnf213	106	Nonspecific	induced
10383196	Rnf213	Treg	5.11	0.0446683592150963	2.3533232911628965	Rnf213	106	Nonspecific	induced
10383200	Rnf213	DC	6.08	8.709635899560805e-4	2.604071323668861	Rnf213	106	Nonspecific	induced
10383200	Rnf213	MF	3.92	0.00120226443461741	1.9708536543404835	Rnf213	106	Nonspecific	induced
10383200	Rnf213	NK	6.85	0.01258925411794167	2.776103988073164	Rnf213	106	Nonspecific	induced
10383200	Rnf213	NT	5.41	0.00891250938133745	2.4356285940520905	Rnf213	106	Nonspecific	induced
10383200	Rnf213	T4	4.55	0.02951209226666385	2.1858665453113337	Rnf213	106	Nonspecific	induced
10383200	Rnf213	Tgd	3.68	0.01905460717963247	1.879705766282288	Rnf213	106	Nonspecific	induced
10383200	Rnf213	Treg	4.84	0.01	2.27500704749987	Rnf213	106	Nonspecific	induced
10545001	Ppm1k	B	3.48	0.03162277660168379	1.7990873060740036	Ppm1k	4	Nonspecific	induced
10545001	Ppm1k	MF	5.23	2.8840315031266055e-4	2.3868109464722167	Ppm1k	4	Nonspecific	induced
10545001	Ppm1k	T4	2.83	0.02818382931264453	1.5008020530571575	Ppm1k	4	Nonspecific	induced
10545001	Ppm1k	Tgd	5.7	0.03890451449942807	2.5109619192773796	Ppm1k	4	Nonspecific	induced
10473356	Ube2l6	DC	6.6	0.01949844599758045	2.722466024471091	Ube2l6	3	Nonspecific	induced
10473356	Ube2l6	MF	3.02	0.0028840315031266	1.5945485495503542	Ube2l6	3	Nonspecific	induced
10473356	Ube2l6	NK	2.22	0.04365158322401658	1.1505596765753814	Ube2l6	3	Nonspecific	induced
10351873	Pyhin1	B	2.37	6.606934480075957e-4	1.2448870591235344	RGD1562462	8	Nonspecific	induced
10351873	Pyhin1	DC	3.38	0.03630780547701014	1.7570232465074596	RGD1562462	8	Nonspecific	induced
10351873	Pyhin1	GN	15.5	0.01348962882591653	3.9541963103868754	RGD1562462	8	Nonspecific	induced
10351873	Pyhin1	MF	7.88	2.39883291901949e-4	2.9781956296816516	RGD1562462	8	Nonspecific	induced
10351873	Pyhin1	NK	2.93	0.03981071705534973	1.5509006646475232	RGD1562462	8	Nonspecific	induced
10351873	Pyhin1	NT	7.98	0.00354813389233575	2.996388746447621	RGD1562462	8	Nonspecific	induced
10351873	Pyhin1	Tgd	5.07	0.02951209226666385	2.341985747228616	RGD1562462	8	Nonspecific	induced
10351873	Pyhin1	Treg	3.18	0.03548133892335755	1.6690267655096307	RGD1562462	8	Nonspecific	induced
10566366	Trim30d	B	4.54	1.6218100973589298e-6	2.18269229751619	Trim30c	7	Nonspecific	induced
10566366	Trim30d	GN	1.87	0.01380384264602884	0.903038270112912	Trim30c	7	Nonspecific	induced
10566366	Trim30d	MF	4.16	1.548816618912481e-4	2.0565835283663674	Trim30c	7	Nonspecific	induced
10566366	Trim30d	NK	6.38	0.0038904514499428	2.673556423990145	Trim30c	7	Nonspecific	induced
10566366	Trim30d	NT	8.43	0.00524807460249772	3.0755326311673574	Trim30c	7	Nonspecific	induced
10566366	Trim30d	T4	5.47	0.03890451449942807	2.4515408330178317	Trim30c	7	Nonspecific	induced
10566366	Trim30d	Treg	5.46	0.00380189396320561	2.4489009511451276	Trim30c	7	Nonspecific	induced
10581813	Mlkl	MF	2.91	4.897788193684461e-4	1.5410191531335593	Mlkl	4	Nonspecific	induced
10581813	Mlkl	NK	3.23	1.62181009735893e-5	1.6915341649192002	Mlkl	4	Nonspecific	induced
10581813	Mlkl	NT	8.44	0.04365158322401658	3.0772429989324603	Mlkl	4	Nonspecific	induced
10581813	Mlkl	Tgd	6.88	0.04073802778041128	2.782408564927373	Mlkl	4	Nonspecific	induced
10346960	Ccnyl1	B	6.87	0.04073802778041128	2.7803100990433753	Ccnyl1	5	Nonspecific	induced
10346960	Ccnyl1	DC	6.04	0.00181970085860998	2.594548549550354	Ccnyl1	5	Nonspecific	induced
10346960	Ccnyl1	MF	4.02	9.772372209558113e-6	2.007195501404204	Ccnyl1	5	Nonspecific	induced
10346960	Ccnyl1	NK	6.21	0.01023292992280754	2.634593268445757	Ccnyl1	5	Nonspecific	induced
10346960	Ccnyl1	Treg	4.91	0.01905460717963247	2.2957230245399685	Ccnyl1	5	Nonspecific	induced
10378068	Xaf1	B	7.2	9.332543007969904e-7	2.84799690655495	Xaf1	9	Nonspecific	induced
10378068	Xaf1	DC	6.21	0.02187761623949553	2.634593268445757	Xaf1	9	Nonspecific	induced
10378068	Xaf1	GN	7.76	0.00501187233627272	2.956056652412403	Xaf1	9	Nonspecific	induced
10378068	Xaf1	MF	5.6	6.606934480075965e-5	2.4854268271702415	Xaf1	9	Nonspecific	induced
10378068	Xaf1	NK	4.32	6.760829753919819e-5	2.111031312388744	Xaf1	9	Nonspecific	induced
10378068	Xaf1	T4	5.09	0.02398832919019489	2.3476656563009706	Xaf1	9	Nonspecific	induced
10378068	Xaf1	T8	4.37	0.03388441561392025	2.127633279725874	Xaf1	9	Nonspecific	induced
10378068	Xaf1	Tgd	3.08	0.01778279410038923	1.622930350920177	Xaf1	9	Nonspecific	induced
10378068	Xaf1	Treg	4.4	0.00524807460249772	2.137503523749935	Xaf1	9	Nonspecific	induced
10376326	Irgm2	B	7.06	0.0038904514499428	2.819668183496455	Igtp	9	Nonspecific	induced
10376326	Irgm2	DC	5.56	0.02570395782768863	2.475084882948783	Igtp	9	Nonspecific	induced
10376326	Irgm2	GN	6.58	0.02344228815319922	2.718087583960517	Igtp	9	Nonspecific	induced
10376326	Irgm2	MF	7.16	2.344228815319923e-5	2.8399595874895316	Igtp	9	Nonspecific	induced
10376326	Irgm2	NK	6.16	0.00912010839355909	2.6229303509201767	Igtp	9	Nonspecific	induced
10376326	Irgm2	NT	3.67	0.0087096358995608	1.875780063068488	Igtp	9	Nonspecific	induced
10376326	Irgm2	T4	3.67	0.00204173794466952	1.875780063068488	Igtp	9	Nonspecific	induced
10376326	Irgm2	Tgd	4.27	0.00512861383991364	2.0942360698457656	Igtp	9	Nonspecific	induced
10376326	Irgm2	Treg	3.82	0.03890451449942807	1.933572638261024	Igtp	9	Nonspecific	induced
10451287	Isg15	B	3.37	0.04073802778041128	1.752748591407134	Isg15	4	Nonspecific	induced
10451287	Isg15	MF	2.9	3.630780547701014e-4	1.5360529002402097	Isg15	4	Nonspecific	induced
10451287	Isg15	NK	5.65	0.00549540873857624	2.4982508675278257	Isg15	4	Nonspecific	induced
10451287	Isg15	Treg	3.95	0.02818382931264453	1.9818526532897407	Isg15	4	Nonspecific	induced
10383206	Rnf213	DC	5.06	0.00234422881531992	2.339137384919585	Rnf213	106	Nonspecific	induced
10383206	Rnf213	MF	4.29	2.2908676527677723e-4	2.1009776477248208	Rnf213	106	Nonspecific	induced
10383206	Rnf213	NK	7.75	0.00363078054770101	2.9541963103868754	Rnf213	106	Nonspecific	induced
10383206	Rnf213	NT	5.77	0.01047128548050899	2.5285713188707577	Rnf213	106	Nonspecific	induced
10383206	Rnf213	T4	3.76	0.03890451449942807	1.9107326619029128	Rnf213	106	Nonspecific	induced
10383206	Rnf213	Tgd	4.94	0.0038904514499428	2.304511041809953	Rnf213	106	Nonspecific	induced
10383206	Rnf213	Treg	5.37	0.00812830516164099	2.424922088210688	Rnf213	106	Nonspecific	induced
10389143	Slfn8	B	4.84	0.0083176377110267	2.27500704749987	Slfn13	9	Nonspecific	induced
10389143	Slfn8	DC	6.04	0.04570881896148749	2.594548549550354	Slfn13	9	Nonspecific	induced
10389143	Slfn8	GN	6.14	0.02630267991895381	2.6182386555954547	Slfn13	9	Nonspecific	induced
10389143	Slfn8	MF	5.02	1.0964781961431851e-4	2.327687364176047	Slfn13	9	Nonspecific	induced
10389143	Slfn8	NK	4.68	0.00549540873857624	2.2265085298086795	Slfn13	9	Nonspecific	induced
10389143	Slfn8	NT	4.77	0.03548133892335755	2.2539892662307865	Slfn13	9	Nonspecific	induced
10389143	Slfn8	T4	4.01	0.03715352290971726	2.0036022366801953	Slfn13	9	Nonspecific	induced
10389143	Slfn8	Tgd	4.33	0.03981071705534973	2.114367024952	Slfn13	9	Nonspecific	induced
10389143	Slfn8	Treg	4.45	0.00194984459975804	2.1538053360790355	Slfn13	9	Nonspecific	induced
10367224	Stat2	B	4.66	0.03467368504525316	2.220329954879555	Stat2	8	Nonspecific	induced
10367224	Stat2	DC	4.7	0.02570395782768863	2.232660756790275	Stat2	8	Nonspecific	induced
10367224	Stat2	MF	6.65	2.818382931264455e-5	2.733354340613827	Stat2	8	Nonspecific	induced
10367224	Stat2	NK	4.43	5.011872336272725e-4	2.1473066987802936	Stat2	8	Nonspecific	induced
10367224	Stat2	NT	4.74	0.01174897554939529	2.2448870591235344	Stat2	8	Nonspecific	induced
10367224	Stat2	T4	4.94	0.00602559586074357	2.304511041809953	Stat2	8	Nonspecific	induced
10367224	Stat2	Tgd	4.45	0.03801893963205612	2.1538053360790355	Stat2	8	Nonspecific	induced
10367224	Stat2	Treg	5.65	0.02187761623949553	2.4982508675278257	Stat2	8	Nonspecific	induced
10439249	Parp14	B	6	0.02454708915685029	2.584962500721156	Parp14	9	Nonspecific	induced
10439249	Parp14	DC	6.14	0.02884031503126605	2.6182386555954547	Parp14	9	Nonspecific	induced
